customer_id,recency,frequency,monetary_net,monetary_gross,unique_products,first_purchase_date,last_purchase_date,avg_items_per_basket,avg_units_per_line,days_as_customer,purchase_velocity,avg_days_between_purchases,n_return_invoices,return_amount,return_rate,has_returns,churned
12408,53,9,2005.33,2049.81,65,2010-07-29 13:27:00,2011-04-08 17:08:00,232.0,13.488372093023257,253,1.0629921259842519,28.22222222222222,4,44.480000000000004,0.4444444444444444,True,0
12409,228,6,12033.539999999999,12346.619999999999,125,2010-05-23 15:21:00,2010-10-15 10:24:00,1898.0,48.980645161290326,144,1.2413793103448276,24.166666666666668,2,313.08,0.3333333333333333,True,0
12410,109,4,761.46,773.7099999999999,35,2010-07-25 13:26:00,2011-02-11 15:47:00,111.66666666666667,8.81578947368421,201,0.594059405940594,50.5,1,12.25,0.25,True,1
12412,210,5,1246.15,1262.05,49,2010-06-18 13:22:00,2010-11-02 17:02:00,387.3333333333333,18.444444444444443,137,1.0869565217391306,27.6,2,15.9,0.4,True,0
12413,44,4,685.3,695.25,36,2010-11-02 13:26:00,2011-04-17 15:33:00,77.66666666666667,5.9743589743589745,166,0.718562874251497,41.75,1,9.95,0.25,True,0
12414,25,5,442.41,532.4100000000001,19,2010-09-02 12:22:00,2011-05-06 14:51:00,122.25,22.227272727272727,246,0.6072874493927126,49.4,1,90.0,0.2,True,1
12415,11,12,69409.04,70002.73999999999,293,2010-06-30 08:30:00,2011-05-20 14:13:00,4606.8,95.37888198757764,324,1.1076923076923075,27.083333333333332,2,593.7,0.16666666666666666,True,0
12417,33,21,3975.14,4063.8899999999994,194,2009-12-06 10:30:00,2011-04-28 13:09:00,124.33333333333333,8.038793103448276,508,1.2377210216110022,24.238095238095237,6,88.75,0.2857142857142857,True,0
12418,221,4,1348.3700000000001,1352.62,61,2010-03-19 14:47:00,2010-10-22 10:29:00,227.0,10.014705882352942,216,0.5529953917050692,54.25,1,4.25,0.25,True,0
12419,193,2,391.01,391.01,22,2010-10-22 10:40:00,2010-11-19 10:04:00,113.5,9.869565217391305,27,2.142857142857143,14.0,0,0.0,0.0,False,1
12421,127,4,360.01,365.01,26,2010-07-22 13:57:00,2011-01-24 15:09:00,89.66666666666667,9.607142857142858,186,0.6417112299465241,46.75,1,5.0,0.25,True,0
12422,132,10,3194.29,3194.29,111,2009-12-18 12:44:00,2011-01-19 09:13:00,232.5,16.970802919708028,396,0.7556675062972292,39.7,0,0.0,0.0,False,0
12423,8,7,1883.85,1883.85,111,2010-08-31 09:31:00,2011-05-23 10:48:00,195.42857142857142,11.03225806451613,265,0.7894736842105263,38.0,0,0.0,0.0,False,0
12424,230,5,1528.82,1579.0699999999997,61,2009-12-07 14:43:00,2010-10-13 10:29:00,642.5,20.725806451612904,309,0.48387096774193544,62.0,3,50.25,0.6,True,0
12425,238,2,903.61,964.2099999999999,55,2010-09-17 14:10:00,2010-10-05 14:50:00,651.0,11.836363636363636,18,3.1578947368421053,9.5,1,60.6,0.5,True,0
12426,2,3,1167.41,1201.21,72,2010-02-15 08:41:00,2011-05-29 12:26:00,288.0,7.68,468,0.19189765458422176,156.33333333333334,1,33.800000000000004,0.3333333333333333,True,1
12427,159,2,442.05,499.0,9,2010-12-03 10:44:00,2010-12-23 10:20:00,152.0,16.88888888888889,19,3.0,10.0,1,56.95,0.5,True,0
12428,50,7,5085.03,5119.34,226,2011-03-01 09:33:00,2011-04-11 10:04:00,551.0,11.926406926406926,41,5.0,6.0,2,34.31,0.2857142857142857,True,0
12429,35,7,5060.59,5110.990000000001,85,2010-06-11 13:28:00,2011-04-26 11:44:00,403.5,25.48421052631579,318,0.658307210031348,45.57142857142857,1,50.4,0.14285714285714285,True,0
12431,0,21,7151.65,7229.049999999999,197,2010-01-15 09:04:00,2011-05-31 11:29:00,180.2941176470588,10.868794326241135,501,1.254980079681275,23.904761904761905,4,77.4,0.19047619047619047,True,0
12433,174,5,10992.51,10992.51,163,2010-08-20 09:23:00,2010-12-08 16:49:00,1925.4,33.66083916083916,110,1.3513513513513513,22.2,0,0.0,0.0,False,0
12434,57,4,542.59,583.5400000000001,34,2010-11-23 13:38:00,2011-04-04 09:57:00,107.5,5.972222222222222,131,0.9090909090909091,33.0,2,40.95,0.5,True,0
12435,75,5,10075.03,10075.029999999999,81,2009-12-02 13:58:00,2011-03-17 07:40:00,756.4,39.810526315789474,469,0.3191489361702128,94.0,0,0.0,0.0,False,0
12437,6,35,8323.53,8594.08,227,2009-12-02 16:24:00,2011-05-25 10:08:00,225.0,15.254237288135593,538,1.9480519480519483,15.4,7,270.55,0.2,True,0
12439,490,3,1104.48,1158.1800000000003,69,2009-12-14 08:40:00,2010-01-26 12:11:00,242.0,6.816901408450704,43,2.0454545454545454,14.666666666666666,1,53.7,0.3333333333333333,True,1
12440,265,3,648.15,739.1999999999999,20,2009-12-22 12:03:00,2010-09-08 15:57:00,164.0,10.933333333333334,260,0.3448275862068966,87.0,1,91.05,0.3333333333333333,True,1
12445,208,2,293.08,301.58,20,2010-10-15 12:28:00,2010-11-04 18:11:00,144.0,7.2,20,2.857142857142857,10.5,1,8.5,0.5,True,0
12450,207,5,469.07,490.32,25,2010-08-22 13:11:00,2010-11-05 16:27:00,104.66666666666667,10.827586206896552,75,1.973684210526316,15.2,2,21.25,0.4,True,0
12451,26,6,8920.83,8942.18,259,2010-06-28 12:58:00,2011-05-05 17:34:00,1377.8,19.571022727272727,311,0.5769230769230769,52.0,1,21.35,0.16666666666666666,True,0
12454,203,6,4072.71,12931.44,9,2010-01-26 16:24:00,2010-11-09 10:09:00,2232.0,279.0,286,0.6271777003484321,47.833333333333336,3,8858.73,0.5,True,0
12455,104,5,5066.99,5066.99,155,2009-12-18 12:33:00,2011-02-16 09:56:00,546.6,15.528409090909092,424,0.35294117647058826,85.0,0,0.0,0.0,False,0
12457,41,7,1116.88,1419.93,36,2010-09-30 17:59:00,2011-04-20 10:10:00,160.25,14.568181818181818,201,1.0396039603960396,28.857142857142858,3,303.05,0.42857142857142855,True,0
12458,92,3,1077.01,1077.0099999999998,57,2010-08-09 10:33:00,2011-02-28 10:55:00,248.33333333333334,12.016129032258064,203,0.4411764705882353,68.0,0,0.0,0.0,False,0
12462,102,2,573.31,594.1100000000001,39,2011-02-09 14:44:00,2011-02-18 12:21:00,281.0,7.205128205128205,8,6.666666666666667,4.5,1,20.8,0.5,True,0
12464,8,4,439.85,439.85,5,2011-02-03 13:30:00,2011-05-23 11:49:00,11.75,3.9166666666666665,108,1.1009174311926606,27.25,0,0.0,0.0,False,0
12467,194,2,0.0,132.8,9,2010-10-12 15:41:00,2010-11-18 15:53:00,129.0,14.333333333333334,37,1.5789473684210527,19.0,1,132.8,0.5,True,1
12468,124,8,2725.1,2765.79,112,2010-01-19 12:13:00,2011-01-27 13:29:00,485.0,16.166666666666668,373,0.6417112299465241,46.75,4,40.69,0.5,True,0
12469,330,2,3070.54,3070.5399999999995,76,2010-06-21 10:30:00,2010-07-05 12:40:00,1276.0,33.578947368421055,14,4.0,7.5,0,0.0,0.0,False,1
12471,12,100,23646.73,25061.86,188,2009-12-02 14:43:00,2011-05-19 12:15:00,202.12280701754386,14.05,532,5.6285178236397755,5.33,43,1415.1299999999999,0.43,True,0
12472,62,30,12424.17,13277.32,327,2009-12-09 10:47:00,2011-03-30 15:12:00,597.8,14.3472,476,1.8867924528301887,15.9,15,853.15,0.5,True,0
12474,8,37,6754.39,7083.790000000001,261,2010-02-11 09:41:00,2011-05-23 17:20:00,249.0,11.264285714285714,466,2.3768736616702357,12.621621621621621,18,329.4,0.4864864864864865,True,0
12476,11,23,8297.49,8520.09,272,2010-07-26 09:04:00,2011-05-20 09:34:00,333.0833333333333,11.259154929577464,298,2.3076923076923075,13.0,11,222.6,0.4782608695652174,True,0
12477,47,6,11629.4,11633.599999999999,249,2010-03-26 14:01:00,2011-04-14 13:59:00,766.6,10.276139410187668,383,0.46875,64.0,1,4.199999999999999,0.16666666666666666,True,0
12480,75,6,3308.74,3338.49,119,2010-07-20 13:21:00,2011-03-17 13:23:00,396.6,12.39375,240,0.7468879668049793,40.166666666666664,1,29.75,0.16666666666666666,True,0
12481,12,14,8803.26,8947.619999999999,206,2010-04-11 13:10:00,2011-05-19 08:27:00,532.5454545454545,20.77304964539007,402,1.0421836228287842,28.785714285714285,3,144.35999999999999,0.21428571428571427,True,0
12482,384,27,21941.72,21941.72,41,2010-02-24 10:24:00,2010-05-12 16:51:00,1001.4814814814815,133.86138613861385,77,10.384615384615385,2.888888888888889,0,0.0,0.0,False,1
12483,13,18,2855.86,2896.259999999999,47,2010-01-31 13:28:00,2011-05-18 12:50:00,98.86666666666666,18.772151898734176,471,1.1440677966101696,26.22222222222222,3,40.4,0.16666666666666666,True,0
12484,85,9,2589.75,2646.1000000000004,183,2009-12-03 10:57:00,2011-03-07 11:41:00,283.0,7.971830985915493,459,0.5869565217391304,51.111111111111114,3,56.35,0.3333333333333333,True,0
12487,538,2,259.8,285.3,3,2009-12-09 09:16:00,2009-12-09 11:36:00,174.0,87.0,0,60.0,0.5,1,25.5,0.5,True,1
12490,22,13,4969.43,4974.43,135,2009-12-01 12:52:00,2011-05-09 09:47:00,293.4166666666667,13.337121212121213,523,0.7442748091603054,40.30769230769231,1,5.0,0.07692307692307693,True,0
12494,4,12,1090.76,1144.4099999999999,53,2010-05-12 13:52:00,2011-05-27 13:49:00,92.5,8.283582089552239,379,0.9473684210526316,31.666666666666668,6,53.65,0.5,True,0
12495,442,2,243.39999999999998,277.4,16,2010-03-09 10:53:00,2010-03-15 10:20:00,128.0,8.0,5,10.0,3.0,1,34.0,0.5,True,1
12496,428,2,54.09,54.09,10,2010-03-29 13:57:00,2010-03-29 14:06:00,16.5,3.3,0,60.0,0.5,0,0.0,0.0,False,1
12497,208,3,5006.65,5043.4,30,2010-01-26 17:21:00,2010-11-04 12:31:00,2220.0,105.71428571428571,281,0.3191489361702127,94.0,1,36.75,0.3333333333333333,True,0
12500,74,15,2606.24,2637.5900000000006,66,2010-02-04 15:05:00,2011-03-18 09:55:00,144.72727272727272,17.304347826086957,406,1.1056511056511056,27.133333333333333,4,31.35,0.26666666666666666,True,0
12501,123,2,1945.68,2025.3899999999999,148,2011-01-07 12:28:00,2011-01-28 13:54:00,1775.0,11.993243243243244,21,2.7272727272727275,11.0,1,79.71,0.5,True,1
12502,25,3,1478.65,1478.65,60,2011-02-03 10:41:00,2011-05-06 08:19:00,140.33333333333334,5.6891891891891895,91,0.9782608695652173,30.666666666666668,0,0.0,0.0,False,0
12504,225,2,261.0,261.0,7,2010-04-22 10:24:00,2010-10-18 15:09:00,183.0,40.666666666666664,179,0.3333333333333333,90.0,0,0.0,0.0,False,0
12505,201,2,744.5,787.2,41,2010-10-27 09:18:00,2010-11-11 17:54:00,318.0,7.7560975609756095,15,3.75,8.0,1,42.7,0.5,True,1
12507,106,2,817.41,817.4100000000001,39,2010-05-04 09:23:00,2011-02-14 09:24:00,287.5,14.743589743589743,286,0.20905923344947736,143.5,0,0.0,0.0,False,0
12510,133,8,2771.81,2821.51,92,2009-12-04 13:47:00,2011-01-18 14:04:00,327.5,14.664179104477611,410,0.5839416058394161,51.375,2,49.7,0.25,True,0
12511,222,2,3065.77,3084.0199999999995,190,2010-10-07 10:39:00,2010-10-21 10:58:00,1753.0,9.226315789473684,14,4.0,7.5,1,18.25,0.5,True,1
12514,75,2,1597.76,1597.7600000000002,76,2010-03-08 12:18:00,2011-03-17 16:38:00,420.0,10.0,374,0.16,187.5,0,0.0,0.0,False,1
12516,238,2,1102.56,1102.56,37,2010-04-19 14:14:00,2010-10-05 09:43:00,532.0,23.130434782608695,168,0.35502958579881655,84.5,0,0.0,0.0,False,0
12519,272,2,318.35,349.7,21,2010-08-20 08:21:00,2010-09-01 14:40:00,210.0,10.0,12,4.615384615384615,6.5,1,31.349999999999998,0.5,True,0
12523,60,21,2723.47,2812.5699999999997,126,2009-12-02 10:28:00,2011-04-01 09:19:00,104.125,9.976047904191617,484,1.2989690721649483,23.095238095238095,5,89.1,0.23809523809523808,True,0
12524,12,15,8287.02,8321.77,129,2010-02-08 14:41:00,2011-05-19 12:24:00,395.57142857142856,29.614973262032084,464,0.967741935483871,31.0,1,34.75,0.06666666666666667,True,0
12525,299,8,745.18,883.73,55,2009-12-04 10:10:00,2010-08-05 18:09:00,168.0,8.542372881355933,244,0.979591836734694,30.625,5,138.55,0.625,True,1
12527,102,4,653.72,653.72,23,2010-06-28 15:37:00,2011-02-18 09:41:00,128.0,18.285714285714285,234,0.5106382978723405,58.75,0,0.0,0.0,False,0
12528,67,3,675.46,681.66,37,2011-01-31 09:05:00,2011-03-25 13:37:00,176.5,8.404761904761905,53,1.6666666666666665,18.0,1,6.2,0.3333333333333333,True,0
12529,330,2,311.78,316.48,21,2010-06-29 13:10:00,2010-07-05 09:35:00,192.0,9.142857142857142,5,10.0,3.0,1,4.7,0.5,True,1
12530,41,8,2583.23,2595.98,75,2010-03-07 14:37:00,2011-04-20 09:31:00,301.42857142857144,18.839285714285715,408,0.58679706601467,51.125,1,12.75,0.125,True,0
12531,488,2,1611.83,1645.9799999999996,109,2010-01-22 14:17:00,2010-01-28 10:43:00,1065.0,9.770642201834862,5,10.0,3.0,1,34.15,0.5,True,0
12533,426,6,1005.99,1223.89,62,2009-12-01 11:50:00,2010-03-31 10:24:00,348.0,9.942857142857143,119,1.5,20.0,4,217.9,0.6666666666666666,True,1
12539,70,6,10136.09,10136.089999999998,246,2009-12-23 13:00:00,2011-03-22 16:00:00,681.3333333333334,8.88695652173913,454,0.39560439560439564,75.83333333333333,0,0.0,0.0,False,0
12540,0,22,12769.08,12834.78,228,2009-12-07 16:56:00,2011-05-31 13:32:00,337.6666666666667,15.516411378555798,539,1.2222222222222223,24.545454545454547,1,65.7,0.045454545454545456,True,0
12542,292,4,423.38,481.88000000000005,39,2010-03-09 16:26:00,2010-08-12 19:12:00,261.0,13.384615384615385,156,0.7643312101910827,39.25,2,58.5,0.5,True,1
12547,5,3,299.58,299.58,12,2010-07-27 13:55:00,2011-05-26 12:38:00,102.0,17.0,302,0.297029702970297,101.0,0,0.0,0.0,False,1
12549,383,5,1570.6799999999998,1570.68,37,2010-01-11 12:29:00,2010-05-13 12:05:00,273.0,28.4375,121,1.2295081967213115,24.4,0,0.0,0.0,False,1
12553,12,11,2270.89,2327.09,90,2010-10-12 13:35:00,2011-05-19 12:29:00,188.57142857142858,9.565217391304348,218,1.5068493150684932,19.90909090909091,4,56.2,0.36363636363636365,True,0
12557,64,6,11579.800000000001,11579.800000000001,15,2009-12-17 10:39:00,2011-03-28 16:41:00,726.0,128.11764705882354,466,0.3854389721627409,77.83333333333333,0,0.0,0.0,False,0
12559,118,3,500.21,525.71,20,2011-01-24 10:12:00,2011-02-02 09:49:00,140.5,14.05,8,10.0,3.0,1,25.5,0.3333333333333333,True,1
12562,6,3,1432.14,1432.14,42,2010-09-30 13:13:00,2011-05-25 12:44:00,240.0,12.631578947368421,236,0.37974683544303794,79.0,0,0.0,0.0,False,0
12565,89,2,131.17,145.92,9,2011-02-24 10:34:00,2011-03-03 11:43:00,80.0,8.88888888888889,7,7.5,4.0,1,14.75,0.5,True,1
12567,9,10,7299.2,7328.9,217,2010-02-11 10:30:00,2011-05-22 13:01:00,373.55555555555554,11.921985815602836,465,0.6437768240343348,46.6,1,29.7,0.1,True,0
12573,35,5,717.41,717.41,107,2010-08-31 17:25:00,2011-04-26 15:52:00,95.8,4.094017094017094,237,0.6302521008403361,47.6,0,0.0,0.0,False,1
12575,265,2,568.82,568.8199999999999,33,2010-07-01 09:15:00,2010-09-08 13:09:00,156.0,8.666666666666666,69,0.8571428571428571,35.0,0,0.0,0.0,False,1
12576,26,7,1118.54,1168.54,73,2010-07-01 13:46:00,2011-05-05 15:08:00,168.0,10.120481927710843,308,0.6796116504854368,44.142857142857146,2,50.0,0.2857142857142857,True,0
12577,167,6,1191.84,1191.8400000000001,195,2009-12-03 19:31:00,2010-12-15 16:21:00,143.16666666666666,3.9403669724770642,376,0.4774535809018568,62.833333333333336,0,0.0,0.0,False,0
12578,124,6,2966.6,3036.6,109,2010-09-22 11:19:00,2011-01-27 10:01:00,639.0,15.336,126,1.4173228346456692,21.166666666666668,3,70.0,0.5,True,0
12580,54,2,962.9,962.9,51,2010-05-12 11:45:00,2011-04-07 10:24:00,282.0,10.071428571428571,329,0.18181818181818182,165.0,0,0.0,0.0,False,1
12582,46,4,1820.4,1820.4,87,2010-05-11 09:55:00,2011-04-15 08:45:00,245.25,9.712871287128714,338,0.35398230088495575,84.75,0,0.0,0.0,False,1
12583,8,18,9407.95,9416.45,101,2009-12-06 11:57:00,2011-05-23 09:48:00,347.3529411764706,21.31768953068592,532,1.0131332082551596,29.61111111111111,1,8.5,0.05555555555555555,True,0
12585,42,4,1766.81,1824.0999999999997,76,2010-12-23 12:58:00,2011-04-19 13:39:00,633.5,14.905882352941177,117,1.0169491525423728,29.5,2,57.29,0.5,True,1
12586,176,4,1831.73,1865.73,76,2009-12-16 13:15:00,2010-12-06 09:31:00,202.66666666666666,7.325301204819277,354,0.3380281690140845,88.75,1,34.0,0.25,True,0
12588,207,3,524.0799999999999,543.88,26,2010-04-21 12:22:00,2010-11-05 12:38:00,190.0,11.515151515151516,198,0.4522613065326633,66.33333333333333,1,19.8,0.3333333333333333,True,0
12589,222,6,2177.49,2720.2299999999996,98,2010-01-19 12:26:00,2010-10-21 18:41:00,359.75,10.278571428571428,275,0.6521739130434783,46.0,2,542.74,0.3333333333333333,True,0
12590,19,3,9333.36,9341.260000000002,69,2010-04-12 07:20:00,2011-05-12 14:46:00,4282.0,63.91044776119403,395,0.2272727272727273,132.0,2,7.9,0.6666666666666666,True,1
12591,125,3,1128.1499999999999,1128.1499999999999,62,2010-10-27 10:42:00,2011-01-26 14:35:00,223.0,10.292307692307693,91,0.9782608695652173,30.666666666666668,0,0.0,0.0,False,1
12592,21,3,1535.84,1535.8400000000001,38,2010-07-08 14:06:00,2011-05-10 13:44:00,580.6666666666666,25.61764705882353,305,0.29411764705882354,102.0,0,0.0,0.0,False,0
12594,0,11,3289.2799999999997,3316.88,71,2010-03-03 13:51:00,2011-05-31 14:14:00,187.9,12.958620689655172,454,0.7252747252747253,41.36363636363637,1,27.599999999999998,0.09090909090909091,True,0
12598,28,9,2407.33,2526.7499999999995,96,2010-03-01 09:58:00,2011-05-03 08:40:00,322.6,13.786324786324787,427,0.6308411214953271,47.55555555555556,4,119.41999999999999,0.4444444444444444,True,0
12599,16,9,1530.0,1530.0,38,2010-05-11 10:42:00,2011-05-15 13:45:00,183.33333333333334,18.13186813186813,369,0.7297297297297297,41.111111111111114,0,0.0,0.0,False,0
12600,12,20,3244.64,3309.84,39,2009-12-07 13:37:00,2011-05-19 15:36:00,55.88235294117647,11.728395061728396,528,1.1342155009451795,26.45,3,65.2,0.15,True,0
12601,0,6,515.66,523.16,20,2010-10-31 10:57:00,2011-05-31 10:44:00,52.4,10.48,211,0.8490566037735849,35.333333333333336,1,7.5,0.16666666666666666,True,0
12605,173,4,1109.95,1124.95,62,2010-09-07 14:21:00,2010-12-09 15:41:00,307.0,12.791666666666666,93,1.2765957446808511,23.5,1,15.0,0.25,True,1
12609,126,7,2308.94,2308.94,94,2009-12-20 13:30:00,2011-01-25 15:13:00,158.85714285714286,8.96774193548387,401,0.5223880597014925,57.42857142857143,0,0.0,0.0,False,0
12613,5,10,4421.06,4539.21,173,2009-12-14 13:10:00,2011-05-26 09:18:00,406.875,13.734177215189874,527,0.5681818181818181,52.8,2,118.15,0.2,True,0
12615,221,7,3093.69,3269.79,147,2009-12-01 12:09:00,2010-10-22 09:45:00,482.75,11.846625766871165,324,0.6461538461538461,46.42857142857143,3,176.1,0.42857142857142855,True,0
12616,60,5,545.5,601.3999999999999,25,2010-11-16 11:38:00,2011-04-01 10:22:00,154.0,9.935483870967742,135,1.1029411764705883,27.2,3,55.9,0.6,True,0
12619,42,3,735.8,735.8,20,2010-05-28 12:52:00,2011-04-19 14:02:00,216.66666666666666,30.952380952380953,326,0.27522935779816515,109.0,0,0.0,0.0,False,0
12621,8,32,16601.51,16731.96,243,2010-02-09 12:01:00,2011-05-23 15:38:00,408.64,20.80651731160896,468,2.046908315565032,14.65625,7,130.45,0.21875,True,0
12623,84,7,3315.84,3315.84,111,2010-01-12 11:45:00,2011-03-08 13:50:00,278.14285714285717,11.728915662650602,420,0.498812351543943,60.142857142857146,0,0.0,0.0,False,1
12625,19,5,4627.38,4678.879999999999,144,2010-04-22 11:33:00,2011-05-12 09:54:00,820.5,18.335195530726256,384,0.3896103896103896,77.0,1,51.5,0.2,True,1
12626,119,4,986.55,1094.1,56,2011-01-17 11:01:00,2011-02-01 09:38:00,225.0,7.894736842105263,14,8.0,3.75,2,107.55,0.5,True,0
12629,193,2,1198.22,1198.22,39,2010-10-12 16:40:00,2010-11-19 09:18:00,356.5,16.58139534883721,37,1.5789473684210527,19.0,0,0.0,0.0,False,1
12631,239,6,2811.77,2841.0699999999997,105,2010-01-15 14:50:00,2010-10-04 14:07:00,274.2,9.019736842105264,261,0.6870229007633588,43.666666666666664,1,29.3,0.16666666666666666,True,0
12632,328,4,684.88,714.8800000000001,31,2010-05-24 09:07:00,2010-07-07 09:39:00,344.5,20.87878787878788,44,2.6666666666666665,11.25,2,30.0,0.5,True,1
12633,4,7,4698.13,4757.73,208,2010-07-02 11:44:00,2011-05-27 10:29:00,596.0,10.955882352941176,328,0.6382978723404256,47.0,2,59.6,0.2857142857142857,True,0
